rdc;token;value_de;value_en
DDC;487;Vorklassisches Griechisch, Mittelgriechisch;Preclassical & postclassical Greek
DDC;488;Gebrauch des klassischen Griechisch;Classical Greek usage
DDC;489;Andere hellenische Sprachen, Neugriechisch;Other Hellenic languages
DDC;490;Andere Sprachen;Other languages
DDC;491;Ostindoeuropäische und keltische Sprachen;East Indo-European & Celtic languages
DDC;492;Afroasiatische Sprachen, semitische Sprachen;Afro-Asiatic languages, Semitic languages
DDC;493;Nichtsemitische afroasiatische Sprachen;Non-Semitic Afro-Asiatic languages
DDC;494;Altaische, uralische, paläosibirische, drawidische Sprachen;Altaic, Uralic, Hyperborean & Dravidian
DDC;495;Ost- und südostasiatische Sprachen;Languages of East & Southeast Asia
DDC;496;Afrikanische Sprachen;African languages
DDC;497;Nordamerikanische Indianersprachen;North American native languages
DDC;498;Südamerikanische Indianersprachen;South American native languages
DDC;499;Austronesische und andere Sprachen;Austronesian & other languages
DDC;500;Naturwissenschaften und Mathematik;Natural sciences & mathematics
DDC;501;Philosophie, Theorie;Philosophy & theory
DDC;502;Verschiedenes;Miscellany
DDC;503;Wörterbücher, Enzyklopädien;Dictionaries & encyclopedias
DDC;504;Unbesetzt;Unassigned
DDC;505;Fortlaufende Sammelwerke;Serial publications
DDC;506;Organisationen, Management;Organizations & management
DDC;507;Ausbildung, Forschung, verwandte Themen;Education, research & related topics
DDC;508;Naturgeschichte;Natural history
DDC;509;Historische, geografische, personenbezogene Behandlung;Historical, geographic & persons treatment
DDC;510;Mathematik;Mathematics
DDC;511;Allgemeine mathematische Prinzipien;General principles of mathematics
DDC;512;Algebra;Algebra
DDC;513;Arithmetik;Arithmetic
DDC;514;Topologie;Topology
DDC;515;Analysis;Analysis
DDC;516;Geometrie;Geometry
DDC;517;Unbesetzt;Unassigned
DDC;518;Numerische Analysis;Numerical analysis
DDC;519;Wahrscheinlichkeiten, angewandte Mathematik;Probabilities & applied mathematics
DDC;520;Astronomie und zugeordnete Wissenschaften;Astronomy & allied sciences
DDC;521;Himmelsmechanik;Celestial mechanics
DDC;522;Techniken, Ausstattung, Materialien;Techniques, equipment & materials
DDC;523;Einzelne Himmelskörper und Himmelsphänomene;Specific celestial bodies & phenomena
DDC;524;Unbesetzt;Unassigned
DDC;525;Erde (Astronomische Geografie);Earth (Astronomical geography)
DDC;526;Mathematische Geografie;Mathematical geography
DDC;527;Astronavigation;Celestial navigation
DDC;528;Ephemeriden;Ephemerides
DDC;529;Chronologie;Chronology
DDC;530;Physik;Physics
DDC;531;Klassische Mechanik, Festkörpermechanik;Classical mechanics, solid mechanics
DDC;532;Mechanik der Fluide, Mechanik der Flüssigkeiten;Fluid mechanics, liquid mechanics
DDC;533;Gasmechanik;Gas mechanics
DDC;534;Schall und verwandte Schwingungen;Sound & related vibrations
DDC;535;Licht, Infrarot- und Ultraviolettphänomene;Light & infrared & ultraviolet phenomena
DDC;536;Wärme;Heat
DDC;537;Elektrizität, Elektronik;Electricity & electronics
DDC;538;Magnetismus;Magnetism
DDC;539;Moderne Physik;Modern physics
DDC;540;Chemie und zugeordnete Wissenschaften;Chemistry & allied sciences
DDC;541;Physikalische Chemie;Physical chemistry
DDC;542;Techniken, Ausstattung, Materialien;Techniques, equipment & materials
DDC;543;Analytische Chemie;Analytical chemistry
DDC;544;Unbesetzt;Unassigned
DDC;545;Unbesetzt;Unassigned
DDC;546;Anorganische Chemie;Inorganic chemistry
DDC;547;Organische Chemie;Organic chemistry
DDC;548;Kristallografie;Crystallography
DDC;549;Mineralogie;Mineralogy
DDC;550;Geowissenschaften;Earth sciences
DDC;551;Geologie, Hydrologie, Meteorologie;Geology, hydrology & meteorology
DDC;552;Petrologie;Petrology
DDC;553;Lagerstättenkunde;Economic geology
DDC;554;Geowissenschaften Europas;Earth sciences of Europe
DDC;555;Geowissenschaften Asiens;Earth sciences of Asia
DDC;556;Geowissenschaften Afrikas;Earth sciences of Africa
DDC;557;Geowissenschaften Nordamerikas;Earth sciences of North America
DDC;558;Geowissenschaften Südamerikas;Earth sciences of South America
DDC;559;Geowissenschaften anderer Gebiete;Earth sciences of other areas
DDC;560;Paläontologie, Paläozoologie;Paleontology, paleozoology
DDC;561;Paläobotanik, fossile Mikroorganismen;Paleobotany, fossil microorganisms
DDC;562;Fossile Evertebrata (Wirbellose);Fossil invertebrates
DDC;563;Fossile Wirbellose des Meeres und der Meeresküste;Fossil marine & seashore invertebrates
DDC;564;Fossile Mollusca (Weichtiere), Tentaculata (Kranzfühler);Fossil mollusks & molluscoids
DDC;565;Fossile Arthropoden (Gliederfüßer);Fossil arthropods
DDC;566;Fossile Chordata (Chordatiere);Fossil chordates
DDC;567;Fossile wechselwarme Wirbeltiere, fossile Pisces (Fische);Fossil cold-blooded vertebrates, fossil fishes
DDC;568;Fossile Aves (Vögel);Fossil birds
DDC;569;Fossile Mammalia (Säugetiere);Fossil mammals
DDC;570;Biowissenschaften, Biologie;Life sciences, biology
DDC;571;Physiologie und verwandte Themen;Physiology & related subjects
DDC;572;Biochemie;Biochemistry
DDC;573;Einzelne physiologische Systeme bei Tieren;Specific physiological systems in animals
DDC;574;Unbesetzt;Unassigned
DDC;575;Einzelne Teile von und physiologische Systeme bei Pflanzen;Specific parts of & systems in plants
DDC;576;Genetik und Evolution;Genetics & evolution
DDC;577;Ökologie;Ecology
DDC;578;Naturgeschichte von Organismen;Natural history of organisms
DDC;579;Mikroorganismen, Pilze, Algen;Microorganisms, fungi & algae
DDC;580;Pflanzen (Botanik);Plants (Botany)
DDC;581;Einzelne Themen in der Naturgeschichte;Specific topics in natural history
DDC;582;Pflanzen mit spezifischen Merkmalen und Blüten;Plants noted for characteristics & flowers
DDC;583;Magnoliopsida (Zweikeimblättrige);Dicotyledons
DDC;584;Liliopsida (Einkeimblättrige);Monocotyledons
DDC;585;Gymnospermae (Nacktsamer), Coniferae (Nadelgehölze);Gymnosperms, conifers
DDC;586;Cryptogamia (Blütenlose Pflanzen);Seedless plants
DDC;587;Pteridophyta (Farnpflanzen);Vascular seedless plants
DDC;588;Bryophyta (Moose);Bryophytes
DDC;589;Unbesetzt;Unassigned
DDC;590;Tiere (Zoologie);Animals (Zoology)
DDC;591;Einzelne Themen in der Naturgeschichte;Specific topics in natural history
DDC;592;Evertebrata (Wirbellose);Invertebrates
DDC;593;Wirbellose des Meeres und der Meeresküste;Marine & seashore invertebrates
DDC;594;Mollusca (Weichtiere), Tentaculata (Kranzfühler);Mollusks & molluscoids
DDC;595;Arthropoden (Gliederfüßer);Arthropods
DDC;596;Chordata (Chordatiere);Chordates
DDC;597;Wechselwarme Wirbeltiere, Pisces (Fische);Cold-blooded vertebrates, fishes
DDC;598;Aves (Vögel);Birds
DDC;599;Mammalia (Säugetiere);Mammals
DDC;600;Technik, Technologie;Technology
DDC;601;Philosophie, Theorie;Philosophy & theory
DDC;602;Verschiedenes;Miscellany
DDC;603;Wörterbücher, Enzyklopädien;Dictionaries & encyclopedias
DDC;604;Spezielle Themen;Special topics
DDC;605;Fortlaufende Sammelwerke;Serial publications
DDC;606;Organisationen;Organizations
DDC;607;Ausbildung, Forschung, verwandte Themen;Education, research & related topics
DDC;608;Erfindungen, Patente;Inventions & patents
DDC;609;Historische, geografische, personenbezogene Behandlung;Historical, geographic & persons treatment
DDC;610;Medizin und Gesundheit;Medicine & health
DDC;611;Menschliche Anatomie, Zytologie, Histologie;Human anatomy, cytology & histology
DDC;612;Humanphysiologie;Human physiology
DDC;613;Persönliche Gesundheit und Sicherheit;Personal health & safety
DDC;614;Inzidenz und Prävention von Krankheiten;Incidence & prevention of disease
DDC;615;Pharmakologie, Therapeutik;Pharmacology & therapeutics
DDC;616;Krankheiten;Diseases
DDC;617;Chirurgie und verwandte medizinische Fachrichtungen;Surgery & related medical specialties
DDC;618;Gynäkologie, Geburtsmedizin, Pädiatrie, Geriatrie;Gynecology, obstetrics, pediatrics & geriatrics
DDC;619;Unbesetzt;Unassigned
DDC;620;Ingenieurwissenschaften und zugeordnete Tätigkeitenn;Engineering & allied operations
DDC;621;Angewandte Physik;Applied physics
DDC;622;Bergbau und verwandte Tätigkeiten;Mining & related operations
DDC;623;Militär- und Schiffstechnik;Military & nautical engineering
DDC;624;Ingenieurbau;Civil engineering
DDC;625;Eisenbahn- und Straßenbau;Engineering of railroads & roads
DDC;626;Unbesetzt;Unassigned
DDC;627;Wasserbau;Hydraulic engineering
DDC;628;Sanitär- und Kommunaltechnik, Umwelttechnik;Sanitary & municipal engineering
DDC;629;Andere Fachrichtungen der Ingenieurwissenschaften;Other branches of engineering
DDC;630;Landwirtschaft und verwandte Bereiche;Agriculture & related technologies
DDC;631;Techniken, Ausstattung, Materialien;Techniques, equipment & materials
DDC;632;Schäden, Krankheiten, Schädlinge an Pflanzen;Plant injuries, diseases & pests
DDC;633;Feld- und Plantagenfrüchte;Field & plantation crops
DDC;634;Obstanlagen, Früchte, Forstwirtschaft;Orchards, fruits & forestry
DDC;635;Gartenpflanzen (Gartenbau);Garden crops (Horticulture)
DDC;636;Viehwirtschaft;Animal husbandry
DDC;637;Milchverarbeitung und verwandte Produkte;Processing dairy & related products
DDC;638;Insektenzucht;Insect culture
DDC;639;Jagd, Fischfang, Naturschutz;Hunting, fishing & conservation
DDC;640;Hauswirtschaft und Familie;Home & family management
DDC;641;Essen und Trinken;Food & drink
DDC;642;Mahlzeiten, Tischkultur;Meals & table service
DDC;643;Wohnen, Haushaltsausstattung;Housing & household equipment
DDC;644;Gebäudeversorgung für Haushalte;Household utilities
DDC;645;Einrichtungsgegenstände;Household furnishings
DDC;646;Nähen, Kleidung, persönliches Leben, Familienleben;Sewing, clothing & personal living
DDC;647;Großhaushaltsführung;Management of public households
DDC;648;Haushaltsführung;Housekeeping
DDC;649;Kindererziehung, häusliche Betreuung;Child rearing & home care of persons
DDC;650;Management und unterstützende Tätigkeiten;Management & auxiliary services
DDC;651;Büroarbeit;Office services
DDC;652;Techniken der schriftlichen Kommunikation;Processes of written communication
DDC;653;Stenografie;Shorthand
DDC;654;Unbesetzt;Unassigned
DDC;655;Unbesetzt;Unassigned
DDC;656;Unbesetzt;Unassigned
DDC;657;Rechnungslegung;Accounting
DDC;658;Allgemeines Management;General management
DDC;659;Werbung, Öffentlichkeitsarbeit;Advertising & public relations
DDC;660;Chemische Verfahrenstechnik;Chemical engineering
DDC;661;Industriechemikalien;Industrial chemicals
DDC;662;Explosivstoffe, Brennstoffe und verwandte Produkte;Explosives, fuels & related products
DDC;663;Getränketechnologie;Beverage technology
DDC;664;Lebensmitteltechnologie;Food technology
DDC;665;Industrielle Öle, Fette, Wachse, technische Gase;Industrial oils, fats, waxes & gases
DDC;666;Keramiktechnologie und zugeordnete Technologien;Ceramic & allied technologies
DDC;667;Reinigungs-, Färbe-, Beschichtungstechniken;Cleaning, color & coating technologies
DDC;668;Technik anderer organischer Produkte;Technology of other organic products
DDC;669;Metallurgie;Metallurgy
DDC;670;Industrielle Fertigung;Manufacturing
DDC;671;Metallverarbeitung und Rohprodukte aus Metall;Metalworking & primary metal products
DDC;672;Eisen, Stahl, andere Eisenlegierungen;Iron, steel & other iron alloys
DDC;673;Nichteisenmetalle;Nonferrous metals
DDC;674;Holzverarbeitung, Holzprodukte, Kork;Lumber processing, wood products & cork
DDC;675;Leder- und Pelzverarbeitung;Leather & fur processing
DDC;676;Zellstoff und Papierherstellung;Pulp & paper technology
DDC;677;Textilien;Textiles
DDC;678;Elastomere, Elastomerprodukte;Elastomers & elastomer products
DDC;679;Andere Produkte aus einzelnen Werkstoffen;Other products of specific materials
DDC;680;Industrielle Fertigung für einzelne Verwendungszwecke;Manufacture for specific uses
DDC;681;Präzisionsinstrumente und andere Geräte;Precision instruments & other devices
DDC;682;Schmiedehandwerk;Small forge work (Blacksmithing)
DDC;683;Eisenwaren, Haushaltsgeräte;Hardware & household appliances
DDC;684;Wohnungseinrichtung, Heimwerkstätten;Furnishings & home workshops
DDC;685;Leder- und Pelzwaren und verwandte Produkte;Leather, fur goods & related products
DDC;686;Drucken und verwandte Tätigkeiten;Printing & related activities
DDC;687;Kleidung, Accessoires;Clothing & accessories
DDC;688;Andere Endprodukte, Verpackungstechnik;Other final products & packaging
DDC;689;Unbesetzt;Unassigned
DDC;690;Hausbau, Bauhandwerk;Buildings
DDC;691;Baustoffe;Building materials
DDC;692;Bauhilfstechniken;Auxiliary construction practices
DDC;693;Einzelne Baustoffarten und Zwecke;Specific materials & purposes
DDC;694;Holzbau, Zimmerhandwerk;Wood construction & carpentry
DDC;695;Dachdeckung;Roof covering
DDC;696;Versorgungseinrichtungen;Utilities
DDC;697;Heizungs-, Lüftungs-, Klimatechnik;Heating, ventilating & air-conditioning
DDC;698;Ausbau;Detail finishing
DDC;699;Unbesetzt;Unassigned
DDC;700;Künste, Bildende und angewandte Kunst;The arts, fine & decorative arts
DDC;701;Kunstphilosophie, Kunsttheorie der bildenden und angewandten Kunst;Philosophy of fine & decorative arts
DDC;702;Verschiedenes zur bildenden und angewandten Kunst;Miscellany of fine & decorative arts
DDC;703;Wörterbücher, Enzyklopädien zur bildenden und angewandten Kunst;Dictionaries of fine & decorative arts
DDC;704;Spezielle Themen zur bildenden und angewandten Kunst;Special topics in fine & decorative arts
DDC;705;Fortlaufende Sammelwerke zur bildenden und angewandten Kunst;Serial publications of fine & decorative arts
DDC;706;Organisationen, Management der bildenden und angewandten Kunst;Organizations & management
DDC;707;Ausbildung, Forschung, verwandte Themen zur bildenden und angewandten Kunst;Education, research & related topics
DDC;708;Galerien, Museen, Privatsammlungen zur bildenden und angewandten Kunst;Galleries, museums & private collections
DDC;709;Historische, geografische, personenbezogene Behandlung der bildenden und angewandten Kunst;Historical, geographic & persons treatment
DDC;710;Städtebau, Raumplanung, Landschaftsgestaltung;Civic & landscape art
DDC;711;Raumplanung;Area planning
DDC;712;Landschaftsgestaltung;Landscape architecture
DDC;713;Landschaftsgestaltung von Verkehrswegen;Landscape architecture of trafficways
DDC;714;Wasser als Gestaltungselement;Water features
DDC;715;Gehölze als Gestaltungselemente;Woody plants
DDC;716;Krautige Pflanzen als Gestaltungselemente;Herbaceous plants
DDC;717;Andere Gestaltungselemente;Structures in landscape architecture
DDC;718;Landschaftsgestaltung von Friedhöfen;Landscape design of cemeteries
DDC;719;Naturlandschaften;Natural landscapes
DDC;720;Architektur;Architecture
DDC;721;Architektonische Struktur;Architectural structure
DDC;722;Architektur bis ca. 300;Architecture to ca. 300
DDC;723;Architektur von ca. 300;Architecture from ca. 300 to 1399
DDC;724;Architektur ab 1400;Architecture from 1400
DDC;725;Öffentliche Bauwerke;Public structures
DDC;726;Gebäude für religiöse und verwandte Zwecke;Buildings for religious purposes
DDC;727;Gebäude für Lehr- und Forschungszwecke;Buildings for education & research
DDC;728;Wohnbauten und verwandte Gebäude;Residential & related buildings
DDC;729;Entwurf und Gestaltung, Innenarchitektur;Design & decoration
DDC;730;Plastische Künste, Bildhauerkunst;Plastic arts, sculpture
DDC;731;Verfahren, Formen und Motive in der Bildhauerkunst;Processes, forms & subjects of sculpture
DDC;732;Bildhauerei bis ca. 500;Sculpture to ca. 500
DDC;733;Griechische, etruskische, römische Bildhauerkunst;Greek, Etruscan & Roman sculpture
DDC;734;Bildhauerkunst von ca. 500;Sculpture from ca. 500 to 1399
DDC;735;Bildhauerkunst ab 1400;Sculpture from 1400
DDC;736;Schnitzen, Schnitzereien;Carving & carvings
DDC;737;Numismatik, Siegelkunde;Numismatics & sigillography
DDC;738;Keramikkunst;Ceramic arts
DDC;739;Metallkunst;Art metalwork
DDC;740;Zeichnung, angewandte Kunst;Drawing & decorative arts
DDC;741;Zeichnung, Zeichnungen;Drawing & drawings
DDC;742;Perspektive;Perspective
DDC;743;Zeichnung und Zeichnungen nach Motiv;Drawing & drawings by subject
DDC;744;Unbesetzt;Unassigned
DDC;745;Angewandte Kunst;Decorative arts
DDC;746;Textilkunst;Textile arts
DDC;747;Innendekoration;Interior decoration
DDC;748;Glas;Glass
DDC;749;Möbel, Möbelzubehör;Furniture & accessories
DDC;750;Malerei, Gemälde;Painting & paintings
DDC;751;Techniken, Ausstattung, Materialien, Formen;Techniques, equipment, materials & forms
DDC;752;Farbe;Color
DDC;753;Symbolik, Allegorie, Mythologie, Legende;Symbolism, allegory, mythology & legend
DDC;754;Genremalerei;Genre paintings
DDC;755;Religion;Religion
DDC;756;Unbesetzt;Unassigned
DDC;757;Menschliche Figuren;Human figures
DDC;758;Andere Motive;Other subjects
DDC;759;Histor., geogr., personenbezogene Behandlung;Historical, geographic & persons treatment
DDC;760;Grafik, Druckgrafik, Drucke;Graphic arts, printmaking & prints
DDC;761;Hochdruckverfahren (Blockdruck);Relief processes (Block printing)
DDC;762;Unbesetzt;Unassigned
DDC;763;Lithografische Druckverfahren;Lithographic processes
DDC;764;Farblithografie, Serigrafie;Chromolithography & serigraphy
DDC;765;Metallgravur;Metal engraving
DDC;766;Mezzotinto, Aquatinta und verwandte Techniken;Mezzotinting, aquatinting & related processes
DDC;767;Radierung, Kaltnadelarbeit;Etching & drypoint
DDC;768;Unbesetzt];Unassigned
DDC;769;Drucke;Prints
DDC;770;Fotografie, Fotografien, Computerkunst;Photography, photographs & computer art
DDC;771;Techniken, Ausstattung, Materialien;Techniques, equipment & materials
DDC;772;Entwicklungsverfahren mit Metallsalzen;Metallic salt processes
DDC;773;Pigmentdruckverfahren;Pigment processes of printing
DDC;774;Holografie;Holography
DDC;775;Digitale Fotografie;Digital photography
DDC;776;Computerkunst (Digitale Kunst);Computer art (Digital art)
DDC;777;Unbesetzt;Unassigned
DDC;778;Bereiche und Arten der Fotografie;Fields & kinds of photography
DDC;779;Fotografien;Photographs
DDC;780;Musik;Music
DDC;781;Allgemeine Prinzipien, musikalische Formen;General principles & musical forms
DDC;782;Vokalmusik;Vocal music
DDC;783;Musik für Einzelstimmen, die Stimme;Music for single voices, the voice
DDC;784;Instrumente, Instrumentalensembles;Instruments & instrumental ensembles
DDC;785;Ensembles mit einem Instrument pro Stimme;Ensembles with one instrument per part
DDC;786;Tasteninstrumente, andere Instrumente;Keyboard & other instruments
DDC;787;Saiteninstrumente;Stringed instruments
DDC;788;Blasinstrumente;Wind instruments
DDC;789;(Optionale Notation);(Optional number)
DDC;790;Freizeitgestaltung, darstellende Künste, Sport;Recreational & performing arts
DDC;791;Öffentliche Darbietungen, Film, Rundfunk;Public performances
DDC;792;Bühnenkunst;Stage presentations
DDC;793;Spiele und Freizeitaktivitäten für drinnen;Indoor games & amusements
DDC;794;Unterhaltungsspiele für drinnen;Indoor games of skill
DDC;795;Glücksspiele;Games of chance
DDC;796;Sportarten, Sportspiele;Athletic & outdoor sports & games
DDC;797;Wasser- und Luftsport;Aquatic & air sports
DDC;798;Pferdesport, Tierrennen;Equestrian sports & animal racing
DDC;799;Fischfang, Jagd, Schießen;Fishing, hunting & shooting
DDC;800;Literatur und Rhetorik;Literature & rhetoric
DDC;801;Literaturtheorie;Philosophy & theory
DDC;802;Verschiedenes;Miscellany
DDC;803;Wörterbücher, Enzyklopädien;Dictionaries & encyclopedias
DDC;804;Unbesetzt;Unassigned
DDC;805;Fortlaufende Sammelwerke;Serial publications
DDC;806;Organisationen, Management;Organizations & management
DDC;807;Ausbildung, Forschung, verwandte Themen;Education, research & related topics
DDC;808;Rhetorik, Sammlungen von Literatur;Rhetoric & collections of literature
DDC;809;Geschichte, Darstellung, Literaturwissenschaft und –kritik;History, description & criticism
DDC;810;Amerikanische Literatur in in Englisch;American literature in English
DDC;811;Amerikanische Versdichtung;American poetry in English
DDC;812;Amerikanische Dramen;American drama in English
DDC;813;Amerikanische Erzählprosa;American fiction in English
DDC;814;Amerikanische Essays;American essays in English
DDC;815;Amerikanische Reden;American speeches in English
DDC;816;Amerikanische Briefe;American letters in English
DDC;817;Amerikanischer Humor, amerikanische Satire;American humor & satire in English
DDC;818;Amerikanische vermischte Schriften;American miscellaneous writings
DDC;819;(Optionale Notation);(Optional number)
DDC;820;Englische, altenglische Literaturen;English & Old English literatures
DDC;821;Englische Versdichtung;English poetry
DDC;822;Englische Dramen;English drama
DDC;823;Englische Erzählprosa;English fiction
DDC;824;Englische Essays;English essays
DDC;825;Englische Reden;English speeches
DDC;826;Englische Briefe;English letters
DDC;827;Englischer Humor, englische Satire;English humor & satire
DDC;828;Englische vermischte Schriften;English miscellaneous writings
DDC;829;Altenglische (Angelsächsische) Literatur;Old English (Anglo-Saxon)
DDC;830;Literaturen germanischer Sprachen, Deutsche Literatur;Literatures of Germanic languages
DDC;831;Deutsche Versdichtung;German poetry
DDC;832;Deutsche Dramen;German drama
DDC;833;Deutsche Erzählprosa;German fiction
DDC;834;Deutsche Essays;German essays
DDC;835;Deutsche Reden;German speeches
DDC;836;Deutsche Briefe;German letters
DDC;837;Deutscher Humor, deutsche Satire;German humor & satire
DDC;838;Deutsche vermischte Schriften;German miscellaneous writings
DDC;839;Andere germanische Literaturen;Other Germanic literatures
DDC;840;Literaturen romanischer Sprachen, Französische Literatur;Literatures of Romance languages
DDC;841;Französische Versdichtung;French poetry
DDC;842;Französische Dramen;French drama
DDC;843;Französische Erzählprosa;French fiction
DDC;844;Französische Essays;French essays
DDC;845;Französische Reden;French speeches
DDC;846;Französische Briefe;French letters
DDC;847;Französischer Humor, französische Satire;French humor & satire
DDC;848;Französische vermischte Schriften;French miscellaneous writings
DDC;849;Okzitanische, katalanische Literaturen;Occitan & Catalan literatures
DDC;850;Italienische, rumänische, rätoromanische Literaturen;Italian, Romanian & related literatures
DDC;851;Italienische Versdichtung;Italian poetry
DDC;852;Italienische Dramen;Italian drama
DDC;853;Italienische Erzählprosa;Italian fiction
DDC;854;Italienische Essays;Italian essays
DDC;855;Italienische Reden;Italian speeches
DDC;856;Italienische Briefe;Italian letters
DDC;857;Italienischer Humor, italienische Satire;Italian humor & satire
DDC;858;Italienische vermischte Schriften;Italian miscellaneous writings
DDC;859;Rumänische, rätoromanische Literaturen;Romanian & related literatures
DDC;860;Spanische, portugiesische Literaturen;Spanish & Portuguese literatures
DDC;861;Spanische Versdichtung;Spanish poetry
DDC;862;Spanische Dramen;Spanish drama
DDC;863;Spanische Erzählprosa;Spanish fiction
DDC;864;Spanische Essays;Spanish essays
DDC;865;Spanische Reden;Spanish speeches
DDC;866;Spanische Briefe;Spanish letters
DDC;867;Spanischer Humor, spanische Satire;Spanish humor & satire
DDC;868;Spanische vermischte Schriften;Spanish miscellaneous writings
DDC;869;Portugiesische Literatur;Portuguese literature
DDC;870;Italische Literaturen, Lateinische Literatur;Italic literatures, Latin literature
DDC;871;Lateinische Versdichtung;Latin poetry
DDC;872;Lateinische dramatische Versdichtung, Dramen;Latin dramatic poetry & drama
DDC;873;Lateinische erzählende Versdichtung, Erzählprosa;Latin epic poetry & fiction
DDC;874;Lateinische lyrische Versdichtung;Latin lyric poetry
DDC;875;Lateinische Reden;Latin speeches
DDC;876;Lateinische Briefe;Latin letters
DDC;877;Lateinischer Humor, lateinische Satire;Latin humor & satire
DDC;878;Lateinische vermischte Schriften;Latin miscellaneous writings
DDC;879;Literaturen anderer italischer Sprachen;Literatures of other Italic languages
DDC;880;Hellenische Literaturen, Klassische griechische Literatur;Hellenic literatures, classical Greek
DDC;881;Klassische griechische Versdichtung;Classical Greek poetry
DDC;882;Klassische griechische dramatische Versdichtung, Dramen;Classical Greek dramatic poetry & drama
DDC;883;Klassische griechische erzählende Versdichtung, Erzählprosa;Classical Greek epic poetry & fiction
DDC;884;Klassische griechische lyrische Versdichtung;Classical Greek lyric poetry
DDC;885;Klassische griechische Reden;Classical Greek speeches
DDC;886;Klassische griechische Briefe;Classical Greek letters
DDC;887;Humor und Satire in klassischem Griechisch;Classical Greek humor & satire
DDC;888;Klassische griechische vermischte Schriften;Classical Greek miscellaneous writings
DDC;889;Neugriechische Literatur;Modern Greek literature
DDC;890;Literaturen anderer Sprachen;Literatures of other languages
DDC;891;Ostindoeuropäische, keltische Literaturen;East Indo-European & Celtic literatures
DDC;892;Afroasiatische Literaturen, Semitische Literaturen;Afro-Asiatic literatures, Semitic literatures
DDC;893;Nichtsemitische afroasiatische Literaturen;Non-Semitic Afro-Asiatic literatures
DDC;894;Altaische, uralische, paläosibirische, drawidische Literaturen;Altaic, Uralic, Hyperborean & Dravidian
DDC;895;Ost- und südostasiatische Literaturen;Literatures of East & Southeast Asia
DDC;896;Afrikanische Literaturen;African literatures
DDC;897;Literaturen nordamerikanischer Indianersprachen;North American native literatures
DDC;898;Literaturen südamerikanischer Indianersprachen;South American native literatures
DDC;899;Austronesische und andere Literaturen;Austronesian & other literatures
DDC;900;Geschichte und Geografie;History & geography
DDC;901;Geschichtsphilosophie, Geschichtstheorie;Philosophy & theory
DDC;902;Verschiedenes;Miscellany
DDC;903;Wörterbücher, Enzyklopädien;Dictionaries & encyclopedias
DDC;904;Allgemeine Darstellungen von Ereignissen;Collected accounts of events
DDC;905;Fortlaufende Sammelwerke;Serial publications
DDC;906;Organisationen, Management;Organizations & management
DDC;907;Ausbildung, Forschung, verwandte Themen;Education, research & related topics
DDC;908;Behandlung nach Personengruppen;Kinds of persons treatment
DDC;909;Weltgeschichte;World history
DDC;910;Geografie, Reisen;Geography & travel
DDC;911;Historische Geografie;Historical geography
DDC;912;Atlanten, Karten, Grafiken, Pläne;Atlases, maps, charts & plans
DDC;913;Geografie der und Reisen in der Alten Welt;Geography of & travel in ancient world
DDC;914;Geografie Europas und Reisen in Europa;Geography of & travel in Europe
DDC;915;Geografie Asiens und Reisen in Asien;Geography of & travel in Asia
DDC;916;Geografie Afrikas und Reisen in Afrika;Geography of & travel in Africa
DDC;917;Geografie Nordamerikas und Reisen in Nordamerika;Geography of & travel in North America
DDC;918;Geografie Südamerikas und Reisen in Südamerika;Geography of & travel in South America
DDC;919;Geografie anderer Gebiete und Reisen in anderen Gebieten;Geography of & travel in other areas
DDC;920;Biografien, Genealogie, Insignien;Biography, genealogy & insignia
DDC;921;(Optionale Notation);(Optional number)
DDC;922;(Optionale Notation);(Optional number)
DDC;923;(Optionale Notation);(Optional number)
DDC;924;(Optionale Notation);(Optional number)
DDC;925;(Optionale Notation);(Optional number)
DDC;926;(Optionale Notation);(Optional number)
DDC;927;(Optionale Notation);(Optional number)
DDC;928;(Optionale Notation);(Optional number)
DDC;929;Genealogie, Namenkunde, Insignien;Genealogy, names & insignia
DDC;930;Geschichte des Altertums bis ca. 499, Archäologie;History of ancient world to ca. 499
DDC;931;Geschichte Chinas bis 420;China to 420
DDC;932;Geschichte Ägyptens bis 640;Egypt to 640
DDC;933;Geschichte Palästinas bis 70;Palestine to 70
DDC;934;Geschichte Indiens bis 647;India to 647
DDC;935;Geschichte Mesopotamiens und der iranischen Hochebene bis 637;Mesopotamia & Iranian Plateau to 637
DDC;936;Geschichte Europas nördlich und westlich von Italien bis ca. 499;Europe north & west of Italy to ca. 499
DDC;937;Geschichte Italiens und benachbarter Gebiete bis 476;Italy & adjacent territories to 476
DDC;938;Geschichte Griechenlands bis 323;Greece to 323
DDC;939;Geschichte anderer Teile der Welt bis ca. 640;Other parts of ancient world to ca. 640
DDC;940;Geschichte Europas;History of Europe
DDC;941;Geschichte der Britischen Inseln;British Isles
DDC;942;Geschichte Englands und Wales’;England & Wales
DDC;943;Geschichte Mitteleuropas, Deutschlands;Central Europe, Germany
DDC;944;Geschichte Frankreichs und Monacos;France & Monaco
DDC;945;Geschichte der italienische Halbinsel und benachbarter Inseln;Italian Peninsula & adjacent islands
DDC;946;Geschichte der iberischen Halbinsel und benachbarter Inseln;Iberian Peninsula & adjacent islands
DDC;947;Geschichte Osteuropas, Russlands;Eastern Europe, Russia
DDC;948;Geschichte Skandinaviens;Scandinavia
DDC;949;Geschichte anderer Teile Europas;Other parts of Europe
